Design_ID,Design_Complexity,Lines_of_Code,Num_Modules,Target_Power_mW,Target_Frequency_MHz,Design_Tool_Used,EDA_Runtime_min,Simulation_Bugs_Found,Meets_Timing,Estimated_Power_Usage_mW
DGN_10976,Medium,47464,13,144.68,2034.27,Cadence,201.71,3,1,143.49448987506585
DGN_10977,Medium,27923,41,254.53,1380.7,OpenROAD,1123.96,3,1,263.564617365455
DGN_10978,Low,66855,5,278.21,353.12,Mentor,787.48,4,1,279.2264526935011
DGN_10979,Low,72445,46,100.55,2013.04,OpenROAD,90.75,4,1,97.76828341929611
DGN_10980,Medium,72619,8,185.74,2387.36,Cadence,815.1,2,1,166.5046304352836
DGN_10981,Medium,51146,19,209.22,244.09,Synopsys,569.75,1,0,232.17000072586555
DGN_10982,Medium,65032,31,180.46,1039.24,Mentor,1168.72,5,0,150.56711612655033
DGN_10983,Medium,22140,12,158.52,1270.04,Synopsys,993.74,1,1,161.35398564053446
DGN_10984,Medium,7670,27,97.99,451.53,Mentor,255.3,6,0,74.1725363778702
DGN_10985,Medium,41519,19,172.05,2182.5,Cadence,880.93,3,0,158.38473199078456
DGN_10986,Medium,49512,31,150.3,781.96,Mentor,613.55,1,0,153.40149584796927
DGN_10987,High,62811,35,248.89,1979.22,Synopsys,273.23,1,1,233.70783132016686
DGN_10988,Medium,19691,43,240.9,1710.39,Synopsys,856.56,2,1,252.94910571149885
DGN_10989,Medium,39262,12,83.5,1535.31,OpenROAD,684.02,4,1,50.58698879678383
DGN_10990,Low,59892,34,72.13,561.14,Synopsys,94.63,1,1,92.38041199354939
DGN_10991,Medium,30595,46,277.04,629.69,OpenROAD,797.11,1,1,286.5283634448169
DGN_10992,Medium,62207,22,183.88,213.64,Synopsys,783.89,4,1,187.4033731937927
DGN_10993,Medium,38440,8,264.45,677.71,OpenROAD,224.26,0,0,283.96182315369117
DGN_10994,Medium,13630,47,64.54,929.06,Cadence,457.85,1,1,32.07617236802524
DGN_10995,High,36250,26,181.63,2099.55,OpenROAD,727.92,3,0,183.89854446056697
DGN_10996,Low,99334,7,184.86,979.34,Synopsys,218.21,2,1,162.17062421228604
DGN_10997,Medium,82518,19,265.18,1911.09,Cadence,1032.1,0,0,262.00527487624765
DGN_10998,Medium,79191,39,74.4,1154.66,Mentor,91.33,1,1,72.28063028740506
DGN_10999,Low,69791,42,110.11,1983.68,Synopsys,177.23,2,0,117.12330903721083
DGN_11000,Low,89118,37,151.63,2443.05,OpenROAD,192.36,1,0,161.22630204934057
DGN_11001,Medium,68753,18,266.46,675.62,Mentor,662.04,0,1,277.50102990476677
DGN_11002,Low,65520,5,284.72,2169.62,OpenROAD,766.93,1,0,303.8798048163689
DGN_11003,Low,9008,30,298.18,1592.38,Mentor,520.26,3,1,291.6015001968897
DGN_11004,Low,49464,12,289.8,2061.51,Cadence,389.08,0,0,313.2357160979497
DGN_11005,Medium,5496,20,51.49,1663.81,Synopsys,982.62,3,0,42.37052645335838
DGN_11006,Medium,28212,42,61.93,1117.48,Cadence,137.85,3,1,64.28311875982186
DGN_11007,Medium,25637,14,86.9,647.38,Synopsys,379.53,2,1,78.66420986805488
DGN_11008,High,50227,46,137.22,268.08,Mentor,104.59,1,0,160.29784708540765
DGN_11009,Medium,87413,41,257.48,1385.24,Cadence,75.83,4,1,250.6289108472274
DGN_11010,Medium,88346,30,273.16,2476.78,Synopsys,462.85,1,1,281.20215739592174
DGN_11011,High,14884,32,96.71,1871.3,Mentor,282.1,3,1,96.45016761931049
DGN_11012,Medium,73259,16,204.92,885.63,Cadence,365.94,1,0,211.68439052646647
DGN_11013,Medium,54810,24,279.34,2085.29,Cadence,995.88,3,1,289.9232104926849
DGN_11014,Medium,9761,18,165.93,1945.56,Cadence,245.8,2,1,153.0713439088043
DGN_11015,Low,78166,39,75.89,775.93,Cadence,949.47,2,0,47.07954294613464
DGN_11016,Medium,21375,33,164.45,134.34,OpenROAD,829.56,3,1,142.90044089167907
DGN_11017,Medium,30218,16,143.95,383.59,Mentor,432.15,0,0,146.18587093620798
DGN_11018,Medium,35565,22,194.41,2205.53,OpenROAD,683.07,2,0,205.37880132623226
DGN_11019,Low,37975,48,159.66,2107.75,Mentor,566.66,3,0,144.90898343470445
DGN_11020,High,32073,6,54.34,808.5,Mentor,206.37,2,1,86.42239828541693
DGN_11021,Medium,74726,6,298.5,784.47,Mentor,1094.19,4,1,286.55140448547894
DGN_11022,Medium,6883,21,185.89,2002.88,Synopsys,709.36,5,1,211.55289667852495
DGN_11023,High,73422,14,168.41,2350.57,Mentor,1063.47,3,0,188.39462301088417
DGN_11024,Medium,54629,22,288.65,1969.93,Cadence,999.16,0,0,293.81087347826076
DGN_11025,High,69170,26,88.97,1553.39,OpenROAD,150.94,0,0,86.46788198699944
DGN_11026,Medium,79489,23,97.31,682.41,Cadence,296.29,1,1,106.10096830785115
DGN_11027,Low,13381,5,252.0,1361.79,Cadence,225.6,3,0,270.4275739221484
DGN_11028,Medium,28238,28,115.21,660.43,OpenROAD,1007.09,1,0,140.0921519593388
DGN_11029,Medium,18795,40,249.81,2039.23,Cadence,1043.19,1,0,228.78426018340755
DGN_11030,Medium,67999,29,117.88,1028.71,Synopsys,661.89,3,1,112.63313221628326
DGN_11031,High,54907,40,58.3,2100.87,Cadence,178.76,3,1,63.60798830876183
DGN_11032,Medium,14638,35,179.25,1015.86,Cadence,214.6,0,0,182.33312860758403
DGN_11033,Medium,75467,35,99.17,2077.96,OpenROAD,987.45,2,1,77.28571206783428
DGN_11034,High,47623,6,239.46,899.96,Cadence,1119.28,2,1,218.6813896314351
DGN_11035,Medium,43492,23,210.3,1156.32,OpenROAD,287.4,3,0,211.848677363693
DGN_11036,Medium,31411,16,280.9,1577.17,Mentor,72.7,1,0,280.2254977156004
DGN_11037,High,25534,14,245.75,268.69,Mentor,437.29,1,1,224.25163208528915
DGN_11038,Low,34181,35,95.19,2375.7,Synopsys,94.77,1,1,82.23525317677685
DGN_11039,Medium,24996,49,250.04,1476.65,OpenROAD,1003.89,1,1,257.0447339696786
DGN_11040,High,77089,26,210.43,1318.77,OpenROAD,620.32,4,0,194.00091179609595
DGN_11041,Medium,88609,27,217.24,2114.55,OpenROAD,791.72,2,1,226.77422747728988
DGN_11042,Medium,77666,27,258.07,2177.83,Synopsys,529.09,2,0,264.4245774743784
DGN_11043,Medium,34405,19,193.46,1353.42,Synopsys,453.88,4,1,219.12563226724663
DGN_11044,Medium,76325,30,166.5,2325.43,Cadence,313.31,2,1,167.05785326888363
DGN_11045,High,33930,7,209.16,255.37,OpenROAD,938.41,1,1,213.10638383091606
DGN_11046,Low,22529,27,124.49,371.74,Synopsys,852.92,1,0,132.0724628325585
DGN_11047,Low,58546,24,95.65,1532.29,Mentor,471.23,8,1,119.51673401199673
DGN_11048,Low,12942,49,204.15,949.76,Mentor,426.07,0,1,223.58725682480113
DGN_11049,Medium,12548,44,108.46,1214.14,OpenROAD,61.42,3,1,99.68220708036586
DGN_11050,Medium,23296,43,69.98,887.39,Mentor,132.45,4,0,90.26213681688505
DGN_11051,High,56016,12,50.14,1071.34,Cadence,770.51,4,1,44.73216892169219
DGN_11052,Medium,5296,22,202.08,2074.35,Cadence,646.65,2,1,232.5058708243224
DGN_11053,Medium,72945,45,140.54,1524.34,OpenROAD,555.68,2,0,165.7287263683966
DGN_11054,Low,64980,10,238.08,2493.63,Synopsys,1003.35,2,1,224.12830013824995
DGN_11055,Medium,61782,31,143.79,1988.51,Synopsys,634.44,4,1,181.3607718153976
DGN_11056,Medium,39229,40,171.5,756.8,Synopsys,498.32,2,1,170.919081572871
DGN_11057,Low,58444,19,151.77,734.43,Synopsys,243.83,1,1,158.97687893419217
DGN_11058,Low,40036,41,212.64,906.16,OpenROAD,995.58,2,1,225.13414917016385
DGN_11059,Low,44322,9,139.03,2123.82,Cadence,716.92,2,1,126.5785558349437
DGN_11060,Low,32167,43,290.94,165.49,OpenROAD,165.4,2,1,307.638769095523
DGN_11061,Medium,56667,13,284.04,652.44,OpenROAD,799.74,0,0,305.8071190875426
DGN_11062,Low,99527,11,262.01,2271.8,Mentor,544.58,1,1,254.8855769758567
DGN_11063,Medium,88337,45,280.08,1635.75,Cadence,984.98,7,1,314.5369461943073
DGN_11064,High,56468,24,162.28,644.43,Synopsys,1107.56,1,1,150.95696754306095
DGN_11065,Medium,77894,14,184.11,625.95,Cadence,744.53,3,0,172.9383922270479
DGN_11066,High,58084,30,235.52,2170.28,Mentor,894.04,1,1,252.3739439394257
DGN_11067,Medium,68138,8,224.04,2245.02,OpenROAD,124.51,3,1,226.20782792887064
DGN_11068,Medium,27588,42,272.67,714.71,Cadence,698.69,5,1,274.8372216977963
DGN_11069,High,67901,28,229.08,1109.22,Mentor,921.09,1,0,239.4960056485316
DGN_11070,Low,22671,18,299.47,2103.03,OpenROAD,626.31,1,1,299.2944587460233
DGN_11071,High,88038,45,137.13,1950.42,Synopsys,736.65,3,0,116.55519117512402
DGN_11072,Low,95664,5,258.25,2053.4,Cadence,1084.8,3,0,245.12993507338447
DGN_11073,Medium,36645,21,224.41,1344.16,Synopsys,285.83,3,0,209.23853621610297
DGN_11074,Low,12637,49,222.85,2287.72,Synopsys,172.0,1,1,217.1398262625564
DGN_11075,Medium,5660,28,131.46,882.28,Mentor,847.33,2,1,148.60462855911393
DGN_11076,Medium,11922,31,246.4,476.01,Mentor,998.05,4,1,249.35051385432305
DGN_11077,Medium,98697,11,275.09,1800.96,OpenROAD,1029.56,3,1,287.181008046718
DGN_11078,Medium,49721,13,104.64,1394.45,Synopsys,791.47,4,1,105.40965831124063
DGN_11079,Medium,62256,47,206.37,2151.01,Mentor,1009.86,4,1,199.5872847557064
DGN_11080,Low,74506,39,148.03,294.78,Mentor,858.76,2,1,125.754392194667
DGN_11081,Medium,73943,16,297.39,2124.86,Synopsys,159.61,1,1,288.93392533280866
DGN_11082,High,32843,25,169.71,803.91,OpenROAD,928.73,2,0,158.99499768490173
DGN_11083,Medium,14046,7,107.08,1671.65,Synopsys,264.47,2,1,93.83265009190706
DGN_11084,High,94336,19,145.46,196.31,OpenROAD,329.73,1,1,118.52432109889392
DGN_11085,High,68985,25,213.46,1563.0,OpenROAD,509.9,2,1,214.67707872682516
DGN_11086,Medium,85083,14,69.02,1821.45,Mentor,418.61,9,1,50.71844659368692
DGN_11087,Medium,35346,37,200.9,985.0,Synopsys,426.68,2,0,211.31122318488664
DGN_11088,Low,93284,10,282.81,616.99,Synopsys,252.96,3,1,289.58402622113556
DGN_11089,Low,96384,6,262.59,1390.31,Mentor,395.01,2,1,282.29904066145264
DGN_11090,Low,58526,33,66.92,2099.66,Cadence,82.42,1,0,57.81110618588036
DGN_11091,Medium,78143,44,298.35,876.51,Cadence,599.12,1,0,305.1468784446515
DGN_11092,Medium,41787,37,224.68,705.93,Synopsys,936.19,1,1,257.81056722307034
DGN_11093,Medium,38583,8,90.57,769.44,Mentor,1042.96,2,0,108.04801505592624
DGN_11094,Medium,17563,8,53.1,2377.92,OpenROAD,995.29,2,1,54.111001686930095
DGN_11095,Medium,51060,33,92.82,962.26,OpenROAD,534.76,1,1,66.61959875846514
DGN_11096,Medium,38690,41,259.54,108.65,Synopsys,892.69,4,1,286.4823365322199
DGN_11097,Medium,99712,24,55.41,1976.03,Mentor,388.2,0,1,30.0
DGN_11098,Low,19925,45,108.29,1778.26,Synopsys,123.34,1,1,130.91740212323253
DGN_11099,Low,91787,27,239.33,408.56,Synopsys,830.61,4,1,197.87728739540586
DGN_11100,Medium,88184,49,196.53,2463.77,Mentor,799.63,2,0,176.5777103278818
DGN_11101,Medium,25108,22,245.68,1559.35,Synopsys,973.86,2,1,265.4618318901119
DGN_11102,Medium,81515,29,236.54,1301.87,OpenROAD,762.36,2,1,248.829129478646
DGN_11103,Medium,73258,5,62.65,1017.33,Cadence,238.86,4,0,59.83843386143306
DGN_11104,Medium,10355,19,273.13,2256.81,OpenROAD,1032.61,3,1,262.3236989153918
DGN_11105,Low,51069,38,106.76,685.51,Cadence,775.07,4,1,90.75214102726395
DGN_11106,Low,99335,24,188.35,785.85,Mentor,980.68,3,1,172.07657577083359
DGN_11107,Medium,59471,41,211.07,393.79,Synopsys,942.48,1,1,208.14898331851464
DGN_11108,Medium,37705,31,92.16,1921.89,Cadence,399.57,1,1,108.87249934829228
DGN_11109,Medium,48909,26,294.06,1529.32,Mentor,144.99,4,1,314.4556035876716
DGN_11110,High,93606,9,172.04,1561.76,Mentor,261.22,1,1,180.1641998543164
DGN_11111,Medium,58739,38,64.41,624.33,Mentor,165.86,0,1,68.4173853885021
DGN_11112,Medium,81820,43,284.32,1662.8,OpenROAD,337.49,0,1,301.7962985772545
DGN_11113,Medium,92273,7,196.57,1937.1,OpenROAD,583.87,4,1,191.66789362286448
DGN_11114,Medium,28241,21,224.8,958.93,Cadence,1093.76,1,1,245.32890162658575
DGN_11115,Medium,32414,28,181.29,2023.23,Cadence,1054.1,1,1,202.46879730744388
DGN_11116,Medium,55818,28,258.68,937.1,OpenROAD,879.2,2,0,270.4254971138472
DGN_11117,Medium,25895,7,58.28,1919.53,Cadence,87.49,3,0,51.90889369254989
DGN_11118,Low,97307,49,117.09,180.95,Cadence,449.18,3,1,150.1359115046226
DGN_11119,Medium,67409,11,167.41,1422.8,Synopsys,837.88,2,1,161.40502029448518
DGN_11120,High,60324,29,69.15,2426.86,Cadence,207.09,3,0,69.34886056149966
DGN_11121,High,71920,7,226.48,2454.99,Mentor,973.24,0,1,226.85443105451847
DGN_11122,Medium,58555,19,148.42,776.21,Synopsys,1102.61,1,1,174.34230058186026
DGN_11123,Medium,70453,33,118.17,1159.36,Cadence,463.68,2,1,138.541925909623
DGN_11124,Medium,27689,33,50.84,251.15,Synopsys,864.66,2,1,51.37430134905077
DGN_11125,Medium,69356,14,229.96,2196.02,Mentor,228.95,2,1,239.1673236108089
DGN_11126,Low,98011,36,258.45,1464.57,Cadence,847.53,3,1,271.7903423329794
DGN_11127,Medium,13252,27,148.76,1024.24,Synopsys,84.46,4,1,151.8896939073951
DGN_11128,Medium,35844,43,191.05,370.65,Cadence,231.88,1,1,192.96098917593946
DGN_11129,High,28365,13,106.92,2372.24,Synopsys,869.26,2,0,92.01099734237644
DGN_11130,Medium,11026,41,205.55,1372.53,Synopsys,871.51,1,1,200.90051347242894
DGN_11131,Medium,33523,44,53.03,779.03,Mentor,790.93,5,1,45.86367554734027
DGN_11132,Medium,15482,18,172.16,940.52,Mentor,604.19,1,1,172.32656896345895
DGN_11133,Medium,53888,8,211.05,749.67,Cadence,829.4,2,1,193.6728384067841
DGN_11134,Medium,55110,24,279.55,1544.34,OpenROAD,942.13,0,1,258.1672652259021
DGN_11135,Low,95644,32,145.33,2331.91,Cadence,1161.79,2,1,153.1240508313542
DGN_11136,Medium,5493,18,241.3,2156.07,Synopsys,1073.05,0,1,222.6632698999429
DGN_11137,High,61194,48,199.42,1204.91,Mentor,965.77,3,1,188.98741916000682
DGN_11138,Medium,87001,38,281.75,2083.6,Mentor,852.02,3,1,267.6318958050562
DGN_11139,Low,44767,17,149.59,1115.45,Synopsys,714.54,1,1,139.33176131954218
DGN_11140,Medium,34550,35,129.77,705.54,OpenROAD,197.49,4,1,126.38898140910692
DGN_11141,High,18833,37,271.79,2460.2,Mentor,248.73,3,1,259.61446889579344
DGN_11142,Low,7970,43,62.31,829.33,OpenROAD,995.12,1,0,57.67534761637009
DGN_11143,Medium,87681,32,84.1,876.94,Mentor,975.78,1,1,113.33270409518312
DGN_11144,High,54177,29,70.6,2475.26,Synopsys,760.48,2,1,70.78785016593402
DGN_11145,Medium,72342,36,260.78,421.43,Cadence,560.28,3,1,272.72839775050033
DGN_11146,High,76200,13,52.65,1925.28,Cadence,89.68,4,1,43.0755854211796
DGN_11147,Medium,66501,32,265.41,2345.95,OpenROAD,432.98,4,0,273.71993579234123
DGN_11148,Medium,33900,35,162.82,1328.31,Cadence,539.53,6,1,134.40664873543284
DGN_11149,Medium,19126,21,51.01,106.05,Synopsys,613.83,3,1,41.384793372187815
DGN_11150,Low,75690,27,150.41,1000.14,Cadence,1119.43,1,0,162.8110985685518
DGN_11151,Low,92744,17,96.7,367.77,OpenROAD,183.93,1,1,86.64130995907716
DGN_11152,Medium,84303,14,206.1,1098.85,Synopsys,651.51,3,0,207.1045372070512
DGN_11153,Low,90579,20,219.84,1996.06,Synopsys,479.43,2,1,238.73608570709516
DGN_11154,Medium,52994,10,171.88,1152.91,Mentor,1188.71,3,0,193.9776177453179
DGN_11155,High,72061,15,60.13,1136.62,Mentor,1042.52,1,1,55.611252887238265
DGN_11156,High,21978,7,214.03,1436.29,Cadence,560.22,3,1,197.54604782741785
DGN_11157,Medium,61344,32,260.51,1496.06,OpenROAD,1199.65,1,1,291.714826870292
DGN_11158,High,51648,45,230.08,2155.11,Synopsys,646.03,1,1,235.80923083257355
DGN_11159,Medium,6055,19,257.49,840.05,Cadence,250.51,4,0,270.44298374871784
DGN_11160,Medium,80582,17,100.13,2072.01,Cadence,693.7,2,1,90.74817640982768
DGN_11161,Low,86214,46,272.22,1458.24,Mentor,317.87,0,1,256.7017589716547
DGN_11162,Medium,49876,49,130.55,821.27,Cadence,785.4,0,1,100.63267900831102
DGN_11163,Medium,97160,21,53.35,808.3,Cadence,1128.68,3,0,58.29892315340281
DGN_11164,Medium,43725,11,260.85,966.73,Mentor,956.27,0,0,255.14495173942043
DGN_11165,Medium,10255,32,285.46,1594.46,Cadence,371.41,1,1,276.9638971897741
DGN_11166,Low,79947,42,213.89,653.95,Cadence,398.42,1,0,203.86710843433693
DGN_11167,Medium,58380,17,107.86,2308.8,Synopsys,138.99,4,1,104.24946673306344
DGN_11168,High,58333,21,112.94,1479.79,Cadence,385.89,4,1,117.81447858258463
DGN_11169,Medium,47459,19,166.65,2308.04,Mentor,165.59,4,1,151.44016598853338
DGN_11170,High,41163,40,274.46,211.37,Mentor,629.37,1,0,284.6316299523963
DGN_11171,High,38971,32,87.4,922.27,Synopsys,867.52,2,1,85.46750637797062
DGN_11172,High,70149,19,256.49,154.74,Mentor,916.35,2,1,230.31334312068864
DGN_11173,High,89730,15,122.83,753.4,Mentor,127.86,0,0,92.20814915091067
DGN_11174,High,24476,35,252.15,2168.82,Mentor,447.55,2,1,228.22587861925817
DGN_11175,Medium,73580,8,280.07,187.86,Cadence,388.52,3,1,265.6845422118858
DGN_11176,Low,91593,39,156.87,1146.75,Synopsys,178.9,1,0,136.44864638647303
DGN_11177,Medium,74050,38,141.26,382.16,OpenROAD,473.22,3,1,141.20457147100183
DGN_11178,Medium,80526,31,250.56,1100.42,Synopsys,401.22,0,1,230.59830147121335
DGN_11179,Medium,12507,14,182.37,2113.24,Synopsys,783.33,1,1,178.6589961609412
DGN_11180,Medium,75393,34,221.11,1595.37,Synopsys,1066.97,2,1,220.3307601584405
DGN_11181,High,17118,49,205.71,1868.22,OpenROAD,578.52,1,1,177.04020853367575
DGN_11182,High,55529,24,88.22,937.85,OpenROAD,911.2,3,1,126.03195001898293
DGN_11183,High,73682,33,261.2,2366.55,Mentor,226.45,1,1,253.08080937080703
DGN_11184,Medium,96937,33,98.94,1802.23,Cadence,1080.26,5,1,121.23278779012888
DGN_11185,Low,59176,27,283.07,1112.32,Mentor,233.96,1,0,276.15504489374007
DGN_11186,Low,96713,25,112.64,1123.52,Mentor,279.0,0,1,116.7399628799773
DGN_11187,Medium,9414,47,233.47,2304.84,OpenROAD,181.37,0,1,239.07861361268394
DGN_11188,Low,88030,14,121.16,1483.37,Mentor,413.03,3,1,153.54174450039022
DGN_11189,Low,90973,45,129.45,1795.31,Mentor,689.75,0,1,123.94559242827164
DGN_11190,High,67137,16,127.5,1100.88,OpenROAD,1186.31,5,0,134.30980331942402
DGN_11191,Medium,8937,34,236.97,636.86,Synopsys,964.44,0,0,254.2456679106681
DGN_11192,Medium,41731,37,189.2,1836.54,Synopsys,493.7,0,1,196.42157420312998
DGN_11193,Low,91862,22,270.74,1558.78,OpenROAD,716.46,1,1,243.9222111995619
DGN_11194,Medium,43665,18,126.84,1303.22,Cadence,770.57,2,1,131.16160129097784
DGN_11195,Low,79510,26,223.0,1597.65,Mentor,997.91,4,0,214.7556668977395
DGN_11196,High,22500,25,238.24,599.89,Synopsys,899.56,1,0,248.59092587267477
DGN_11197,Medium,6750,5,87.87,2005.45,OpenROAD,708.99,3,1,116.3630919148818
DGN_11198,Medium,70018,47,150.15,2375.59,Cadence,822.87,3,1,170.86993135384853
DGN_11199,Medium,9027,19,170.7,2238.65,Mentor,910.35,1,1,167.8647477239494
DGN_11200,Low,10745,40,138.92,871.45,OpenROAD,211.78,0,1,153.5267392402173
DGN_11201,Medium,66731,26,130.53,1074.41,OpenROAD,288.52,1,1,141.56966784495984
DGN_11202,Medium,91984,36,221.6,2040.17,OpenROAD,844.99,3,1,242.56832743022198
DGN_11203,Medium,33451,37,103.97,1528.28,Mentor,1029.49,0,1,98.34851048030677
DGN_11204,Low,98743,45,227.35,1414.99,Synopsys,526.56,0,0,220.45919715718065
DGN_11205,Medium,76474,43,283.76,2323.94,Mentor,1177.07,1,1,289.845618844103
DGN_11206,Medium,66536,27,191.3,1386.46,Mentor,306.32,3,0,183.8502124992533
DGN_11207,High,17150,47,202.86,1335.85,Synopsys,535.04,2,1,205.59206690435298
DGN_11208,Medium,18406,6,67.23,200.84,OpenROAD,491.52,1,1,80.74199582763234
DGN_11209,Medium,24781,6,266.12,266.6,Cadence,1120.54,0,0,280.3479864838419
DGN_11210,Medium,62417,42,121.36,117.81,Cadence,385.33,0,0,128.89499149727334
DGN_11211,Medium,23325,33,203.76,2291.79,Synopsys,596.7,2,1,200.07303063329982
DGN_11212,Medium,73684,7,294.78,1080.13,Synopsys,273.45,2,1,314.0703356372802
DGN_11213,Medium,99415,43,198.88,1224.55,OpenROAD,654.24,1,0,212.31556065586216
DGN_11214,Medium,78469,11,231.18,2128.93,Cadence,1037.44,1,1,224.6655745330642
DGN_11215,High,14436,40,161.33,1562.19,Cadence,406.6,0,1,160.2658443506639
DGN_11216,Medium,22669,33,65.09,1562.8,OpenROAD,984.3,2,0,86.07527976281199
DGN_11217,High,77010,41,249.4,811.68,Synopsys,1098.9,1,0,258.36666043815336
DGN_11218,Medium,81764,40,58.75,2101.38,Synopsys,143.17,0,1,37.25098738374841
DGN_11219,High,6843,27,225.16,497.99,OpenROAD,922.32,1,0,237.38031846185308
DGN_11220,High,70609,49,55.73,227.56,Synopsys,351.09,3,1,53.52710730271596
DGN_11221,Medium,55812,20,265.58,559.85,Mentor,259.87,3,1,266.7678065321858
DGN_11222,High,21059,35,89.41,742.57,Synopsys,745.28,4,0,105.07071360473482
DGN_11223,Low,91269,38,178.57,777.55,Mentor,864.39,0,1,179.92128208841126
DGN_11224,High,45768,5,199.29,1709.23,Cadence,510.03,1,1,199.10780591353668
DGN_11225,Medium,30395,22,164.39,622.78,Cadence,104.66,2,1,169.90163420308528
DGN_11226,Low,25202,44,135.19,1723.98,Synopsys,1095.92,3,1,131.93674995829988
DGN_11227,Medium,18273,47,166.95,318.72,OpenROAD,893.05,4,1,165.61074769354303
DGN_11228,High,53889,19,127.85,453.29,Synopsys,369.7,3,0,157.06337665603942
DGN_11229,Low,78048,21,159.53,1321.17,OpenROAD,626.42,2,0,155.56937427445735
DGN_11230,Medium,98767,48,139.73,2312.55,Cadence,91.68,6,1,120.506394808127
DGN_11231,Medium,93810,14,191.55,2162.96,Cadence,446.78,2,0,167.917972989839
DGN_11232,High,50510,24,109.48,2425.01,Cadence,655.69,3,1,100.98451033972486
DGN_11233,Medium,92945,10,297.16,1661.15,OpenROAD,649.63,1,1,290.73822949908885
DGN_11234,Low,75649,12,175.22,1721.96,OpenROAD,297.33,1,1,171.91841631151433
DGN_11235,Low,7881,49,98.54,1600.06,Cadence,945.49,3,1,97.7255686838389
DGN_11236,Medium,50913,38,169.27,1594.77,Synopsys,400.7,1,1,169.66065714790258
DGN_11237,Medium,89785,36,266.6,453.09,OpenROAD,721.67,2,1,250.3702165658574
DGN_11238,High,70037,46,55.45,1404.97,Mentor,369.54,2,1,30.06497770103118
DGN_11239,Low,67457,8,219.89,1026.56,Cadence,544.69,2,0,245.00980055111006
DGN_11240,Medium,40343,48,186.99,1162.09,OpenROAD,296.57,5,1,185.93373387984346
DGN_11241,Low,67389,43,92.39,1356.64,Cadence,781.63,1,1,74.08225273809477
DGN_11242,Low,83250,24,254.37,408.15,Mentor,545.17,0,1,237.1355778716395
DGN_11243,Medium,13656,28,142.22,962.77,Synopsys,78.37,2,1,160.3733392104845
DGN_11244,Medium,10741,28,123.45,252.28,Mentor,92.11,2,0,135.85328445146757
DGN_11245,Medium,21661,30,257.03,2451.2,Synopsys,597.09,1,1,261.90801390634977
DGN_11246,High,33690,29,209.63,384.47,Synopsys,268.88,6,1,202.8245924589462
DGN_11247,Medium,37833,40,274.56,720.46,OpenROAD,726.95,3,1,300.138674764217
DGN_11248,High,76240,11,207.47,2239.1,Synopsys,525.34,2,1,202.29385310139955
DGN_11249,High,82711,14,235.2,1258.5,Synopsys,806.04,3,1,208.52398241837764
DGN_11250,Medium,62141,16,259.11,425.53,Synopsys,1145.73,1,1,275.9091643196034
DGN_11251,High,83232,5,63.68,1022.15,Cadence,662.76,2,1,44.15787840565186
DGN_11252,Medium,44023,29,244.01,378.08,OpenROAD,957.61,3,1,227.63298138364138
DGN_11253,Low,45209,20,203.43,580.52,OpenROAD,918.47,3,1,221.63097726671398
DGN_11254,Medium,98590,9,67.38,224.87,Synopsys,1110.84,3,1,77.8750417107966
DGN_11255,Low,91612,23,177.14,1151.75,Cadence,303.98,0,1,175.23233444331177
DGN_11256,Medium,85522,8,70.61,2035.93,Synopsys,1003.15,2,1,66.44542878177587
DGN_11257,Medium,19440,10,233.99,1506.33,OpenROAD,1092.29,3,1,222.3468646465605
DGN_11258,Low,12960,30,186.63,1555.23,OpenROAD,507.75,1,1,189.9355893631162
DGN_11259,Low,27462,43,288.39,581.4,OpenROAD,417.75,2,1,289.1046989347618
DGN_11260,High,22821,43,95.78,925.35,OpenROAD,1145.32,1,1,89.51720191058708
DGN_11261,Medium,62772,13,201.51,2128.58,Cadence,775.5,2,0,218.9996178319146
DGN_11262,Low,32258,49,102.9,310.85,Mentor,493.97,2,1,106.9162072751163
DGN_11263,Medium,97889,18,203.52,2159.03,Mentor,962.68,3,1,216.14790970947882
DGN_11264,Medium,93952,13,230.66,1260.86,Cadence,407.1,1,0,195.9728313954165
DGN_11265,Medium,67524,19,230.58,2109.15,Synopsys,261.1,1,1,218.75765575229025
DGN_11266,High,27115,41,253.77,863.22,OpenROAD,680.13,0,1,236.79542031002455
DGN_11267,Medium,51433,24,263.39,913.22,OpenROAD,705.48,2,1,261.34839943384833
DGN_11268,Medium,95504,12,69.32,1903.85,OpenROAD,1001.35,2,1,44.74633203327319
DGN_11269,High,93267,36,135.82,1983.99,Cadence,581.01,0,1,129.16787441649768
DGN_11270,High,93321,25,221.78,651.15,Cadence,988.63,0,0,217.88971220883784
DGN_11271,Low,84364,45,174.65,2434.89,OpenROAD,414.91,0,0,148.40968796312174
DGN_11272,Low,75077,23,97.67,302.78,OpenROAD,715.92,3,1,94.13867604027963
DGN_11273,Low,45644,33,188.18,264.41,Synopsys,297.66,5,0,177.48534739722768
DGN_11274,Medium,67643,35,151.86,1529.21,Mentor,499.41,2,1,152.54107340631543
DGN_11275,Medium,18311,10,147.51,1834.58,Cadence,1037.6,4,1,172.5390453735134
DGN_11276,Medium,35531,8,252.44,2406.13,Mentor,306.23,2,1,270.6682456955008
DGN_11277,High,19588,47,151.9,1071.87,OpenROAD,983.67,1,0,161.56112606868163
DGN_11278,Medium,54416,33,56.61,160.7,Mentor,382.47,1,0,41.10924548867765
